city,year,popularity_dense
city13,2003.0,605.0
city13,2004.0,609.0
city13,2005.0,613.0
city13,2006.0,619.0
city13,2007.0,621.0
city13,2008.0,625.0
city13,2009.0,632.0
city13,2010.0,639.0
city13,2011.0,649.0
city13,2012.0,655.0
city13,2013.0,565.0
city13,2014.0,681.0
city13,2015.0,687.0
city13,2016.0,2072.0
city13,2017.0,655.7582417582416
city13,2018.0,2293.0
city13,2019.0,2389.0
city13,2020.0,666.3736263736264
city13,2021.0,669.9120879120874
city14,2001.0,151.0
city14,2002.0,157.0
city14,2003.0,163.0
city14,2004.0,170.0
city14,2005.0,176.0
city14,2006.0,176.0
city14,2007.0,178.0
city14,2008.0,183.0
city14,2009.0,184.0
city14,2010.0,189.0
city14,2011.0,191.0
city14,2012.0,192.0
city14,2013.0,194.0
city14,2014.0,196.0
city14,2015.0,186.0
city14,2016.0,185.0
city14,2017.0,184.0
city14,2018.0,183.0
city14,2019.0,182.0
city14,2020.0,181.0
city14,2021.0,181.0
city15,2001.0,800.0
city15,2002.0,800.0
city15,2003.0,805.0
city15,2004.0,810.0
city15,2005.0,820.0
city15,2006.0,830.0
city15,2007.0,835.0
city15,2008.0,840.0
city15,2009.0,850.0
city15,2010.0,860.0
city15,2011.0,865.0
city15,2012.0,875.0
city15,2013.0,760.0
city15,2014.0,865.0
city15,2015.0,870.0
city15,2016.0,3020.0
city15,2017.0,866.083333333333
city15,2018.0,3415.0
city15,2019.0,3430.0
city15,2020.0,877.708333333333
city15,2021.0,881.583333333333
city16,2001.0,150.0
city16,2002.0,150.0
city16,2003.0,155.0
city16,2004.0,155.0
city16,2005.0,155.0
city16,2006.0,155.0
city16,2007.0,160.0
city16,2008.0,155.0
city16,2009.0,155.0
city16,2010.0,150.0
city16,2011.0,155.0
city16,2012.0,155.0
city16,2013.0,155.0
city16,2014.0,155.0
city16,2015.0,150.0
city16,2016.0,150.0
city16,2017.0,150.0
city16,2018.0,155.0
city16,2019.0,155.0
city16,2020.0,155.0
city16,2021.0,155.0
city17,2001.0,1340.0
city17,2002.0,1320.0
city17,2003.0,1305.0
city17,2004.0,1295.0
city17,2005.0,1275.0
city17,2006.0,1310.0
city17,2007.0,1350.0
city17,2008.0,1530.0
city17,2009.0,1625.0
city17,2010.0,1740.0
city17,2011.0,1750.0
city17,2012.0,1770.0
city17,2013.0,1780.0
city17,2014.0,1800.0
city17,2015.0,2200.0
city17,2016.0,2315.0
city17,2017.0,2405.0
city17,2018.0,2480.0
city17,2019.0,2530.0
city17,2020.0,2585.0
city17,2021.0,2595.0
city18,2001.0,780.0
city18,2002.0,785.0
city18,2003.0,790.0
city18,2004.0,795.0
city18,2005.0,800.0
city18,2006.0,810.0
city18,2007.0,815.0
city18,2008.0,815.0
city18,2009.0,820.0
city18,2010.0,825.0
city18,2011.0,825.0
city18,2012.0,830.0
city18,2013.0,1070.0
city18,2014.0,840.0
city18,2015.0,845.0
city18,2016.0,2425.0
city18,2017.0,920.3333333333321
city18,2018.0,3025.0
city18,2019.0,2945.0
city18,2020.0,948.8333333333321
city18,2021.0,958.3333333333321
city19,2001.0,436.329670329671
city19,2002.0,441.03296703296655
city19,2003.0,445.73626373626394
city19,2004.0,450.4395604395595
city19,2005.0,445.0
city19,2006.0,455.0
city19,2007.0,465.0
city19,2008.0,470.0
city19,2009.0,475.0
city19,2010.0,490.0
city19,2011.0,490.0
city19,2012.0,495.0
city19,2013.0,495.0
city19,2014.0,495.0
city19,2015.0,500.0
city19,2016.0,505.0
city19,2017.0,510.0
city19,2018.0,510.0
city19,2019.0,515.0
city19,2020.0,645.0
city19,2021.0,650.0
city2,2001.0,937.0
city2,2002.0,916.0
city2,2003.0,924.0
city2,2004.0,934.0
city2,2005.0,946.0
city2,2006.0,956.0
city2,2007.0,964.0
city2,2008.0,970.0
city2,2009.0,973.0
city2,2010.0,1008.0
city2,2011.0,1011.0
city2,2012.0,1016.0
city2,2013.0,1401.0
city2,2014.0,1031.0
city2,2015.0,1040.0
city2,2016.0,1990.0
city2,2017.0,1172.1802197802172
city2,2018.0,2052.0
city2,2019.0,2089.0
city2,2020.0,1226.846153846156
city2,2021.0,1245.0681318681309
city20,2001.0,248.2197802197801
city20,2002.0,247.87912087912082
city20,2003.0,247.53846153846143
city20,2004.0,247.19780219780216
city20,2005.0,245.0
city20,2006.0,250.0
city20,2007.0,250.0
city20,2008.0,250.0
city20,2009.0,250.0
city20,2010.0,240.0
city20,2011.0,240.0
city20,2012.0,240.0
city20,2013.0,240.0
city20,2014.0,240.0
city20,2015.0,240.0
city20,2016.0,245.0
city20,2017.0,245.0
city20,2018.0,250.0
city20,2019.0,250.0
city20,2020.0,255.0
city20,2021.0,255.0
city21,2001.0,411.741758241762
city21,2002.0,420.98901098901115
city21,2003.0,430.23626373626394
city21,2004.0,439.4835164835167
city21,2005.0,448.7307692307695
city21,2006.0,452.0
city21,2007.0,466.0
city21,2008.0,474.0
city21,2009.0,480.0
city21,2010.0,488.0
city21,2011.0,524.0
city21,2012.0,526.0
city21,2013.0,530.0
city21,2014.0,533.0
city21,2015.0,536.0
city21,2016.0,543.0
city21,2017.0,553.0
city21,2018.0,570.0
city21,2019.0,580.0
city21,2020.0,613.0
city21,2021.0,706.0
city22,2001.0,826.0
city22,2002.0,838.0
city22,2003.0,855.0
city22,2004.0,869.0
city22,2005.0,887.0
city22,2006.0,905.0
city22,2007.0,923.0
city22,2008.0,938.0
city22,2009.0,949.0
city22,2010.0,957.0
city22,2011.0,960.0
city22,2012.0,966.0
city22,2013.0,969.0
city22,2014.0,1243.0
city22,2015.0,985.0
city22,2016.0,991.0
city22,2017.0,1484.0
city22,2018.0,1111.2142857142899
city22,2019.0,1555.0
city22,2020.0,1588.0
city22,2021.0,1163.1785714285725
city23,2001.0,758.0
city23,2002.0,761.0
city23,2003.0,780.0
city23,2004.0,799.0
city23,2005.0,823.0
city23,2006.0,839.0
city23,2007.0,859.0
city23,2008.0,862.0
city23,2009.0,914.0
city23,2010.0,932.0
city23,2011.0,944.0
city23,2012.0,948.0
city23,2013.0,918.0
city23,2014.0,922.0
city23,2015.0,936.0
city23,2016.0,1095.0
city23,2017.0,1131.0
city23,2018.0,1192.0
city23,2019.0,1272.0
city23,2020.0,1352.0
city23,2021.0,1420.0
city24,2001.0,740.7142857142862
city24,2002.0,749.6703296703308
city24,2003.0,758.6263736263754
city24,2004.0,767.58241758242
city24,2005.0,776.5384615384646
city24,2006.0,788.0
city24,2007.0,793.0
city24,2008.0,804.0
city24,2009.0,810.0
city24,2010.0,817.0
city24,2011.0,834.0
city24,2012.0,842.0
city24,2013.0,850.0
city24,2014.0,856.0
city24,2015.0,864.0
city24,2016.0,872.0
city24,2017.0,885.0
city24,2018.0,895.0
city24,2019.0,912.0
city24,2020.0,1114.0
city24,2021.0,1151.0
city25,2001.0,648.8516483516469
city25,2002.0,659.1098901098885
city25,2003.0,669.3681318681301
city25,2004.0,679.6263736263754
city25,2005.0,689.8846153846171
city25,2006.0,698.0
city25,2007.0,714.0
city25,2008.0,704.0
city25,2009.0,721.0
city25,2010.0,734.0
city25,2011.0,776.0
city25,2012.0,778.0
city25,2013.0,779.0
city25,2014.0,782.0
city25,2015.0,797.0
city25,2016.0,798.0
city25,2017.0,804.0
city25,2018.0,817.0
city25,2019.0,837.0
city25,2020.0,872.0
city25,2021.0,960.0
city26,2001.0,981.0
city26,2002.0,978.0
city26,2003.0,975.0
city26,2004.0,972.0
city26,2005.0,967.0
city26,2006.0,963.0
city26,2007.0,962.0
city26,2008.0,958.0
city26,2009.0,955.0
city26,2010.0,953.0
city26,2011.0,954.0
city26,2012.0,956.0
city26,2013.0,956.0
city26,2014.0,912.0
city26,2015.0,728.0
city26,2016.0,727.0
city26,2017.0,4128.0
city26,2018.0,859.2380952380954
city26,2019.0,4106.0
city26,2020.0,4160.0
city26,2021.0,833.6095238095259
city27,2001.0,2263.0
city27,2002.0,2310.3791044776117
city27,2003.0,2335.0
city27,2004.0,2355.0
city27,2005.0,2387.0
city27,2006.0,2395.0
city27,2007.0,2408.0
city27,2008.0,2423.0
city27,2009.0,2290.0
city27,2010.0,2322.0
city27,2011.0,2400.0
city27,2012.0,2409.0
city27,2013.0,2492.0
city27,2014.0,2506.0
city27,2015.0,2512.0
city27,2016.0,2481.0
city27,2017.0,2485.0
city27,2018.0,2490.0
city27,2019.0,2495.0
city27,2020.0,2492.0
city27,2021.0,2497.0
city28,2001.0,689.8901098901115
city28,2002.0,700.802197802197
city28,2003.0,711.7142857142862
city28,2004.0,722.6263736263718
city28,2005.0,733.538461538461
city28,2006.0,750.0
city28,2007.0,759.0
city28,2008.0,768.0
city28,2009.0,774.0
city28,2010.0,778.0
city28,2011.0,798.0
city28,2012.0,796.0
city28,2013.0,823.0
city28,2014.0,836.0
city28,2015.0,851.0
city28,2016.0,860.0
city28,2017.0,875.0
city28,2018.0,861.0
city28,2019.0,870.0
city28,2020.0,880.0
city28,2021.0,896.0
city29,2001.0,583.1923076923076
city29,2002.0,587.3846153846143
city29,2003.0,591.5769230769229
city29,2004.0,595.7692307692296
city29,2005.0,599.9615384615381
city29,2006.0,605.0
city29,2007.0,607.0
city29,2008.0,610.0
city29,2009.0,611.0
city29,2010.0,612.0
city29,2011.0,635.0
city29,2012.0,638.0
city29,2013.0,639.0
city29,2014.0,642.0
city29,2015.0,640.0
city29,2016.0,644.0
city29,2017.0,647.0
city29,2018.0,651.0
city29,2019.0,608.0
city29,2020.0,609.0
city29,2021.0,656.0
city3,2001.0,3710.0
city3,2002.0,3823.0
city3,2003.0,3985.0
city3,2004.0,4101.0
city3,2005.0,4239.0
city3,2006.0,4334.0
city3,2007.0,4412.0
city3,2008.0,4887.0
city3,2009.0,5095.0
city3,2010.0,5311.0
city3,2011.0,5360.0
city3,2012.0,5282.0
city3,2013.0,5323.0
city3,2014.0,5398.0
city3,2015.0,7081.0
city3,2016.0,7518.0
city3,2017.0,7947.0
city3,2018.0,8341.0
city3,2019.0,8611.0
city3,2020.0,8877.0
city3,2021.0,8901.0
city30,2001.0,612.0
city30,2002.0,617.0
city30,2003.0,619.0
city30,2004.0,624.0
city30,2005.0,625.0
city30,2006.0,630.0
city30,2007.0,639.0
city30,2008.0,643.0
city30,2009.0,651.0
city30,2010.0,654.0
city30,2011.0,664.0
city30,2012.0,663.0
city30,2013.0,671.0
city30,2014.0,582.0
city30,2015.0,691.0
city30,2016.0,697.0
city30,2017.0,1464.0
city30,2018.0,672.4285714285706
city30,2019.0,1534.0
city30,2020.0,1534.0
city30,2021.0,682.4571428571426
city31,2001.0,414.0
city31,2002.0,1368.5
city31,2003.0,424.0
city31,2004.0,426.0
city31,2005.0,430.0
city31,2006.0,430.0
city31,2007.0,431.0
city31,2008.0,432.0
city31,2009.0,449.0
city31,2010.0,458.0
city31,2011.0,467.0
city31,2012.0,468.0
city31,2013.0,472.0
city31,2014.0,473.0
city31,2015.0,475.0
city31,2016.0,482.0
city31,2017.0,486.0
city31,2018.0,489.0
city31,2019.0,495.0
city31,2020.0,498.0
city31,2021.0,504.0
city32,2001.0,729.1208791208792
city32,2002.0,732.4945054945056
city32,2003.0,735.868131868132
city32,2004.0,739.2417582417584
city32,2005.0,742.6153846153848
city32,2006.0,745.0
city32,2007.0,751.0
city32,2008.0,755.0
city32,2009.0,759.0
city32,2010.0,760.0
city32,2011.0,760.0
city32,2012.0,764.0
city32,2013.0,768.0
city32,2014.0,770.0
city32,2015.0,774.0
city32,2016.0,778.0
city32,2017.0,788.0
city32,2018.0,789.0
city32,2019.0,788.0
city32,2020.0,787.0
city32,2021.0,789.0
city33,2001.0,617.6153846153866
city33,2002.0,627.6923076923085
city33,2003.0,637.7692307692305
city33,2004.0,647.8461538461524
city33,2005.0,657.923076923078
city33,2006.0,659.0
city33,2007.0,661.0
city33,2008.0,670.0
city33,2009.0,678.0
city33,2010.0,684.0
city33,2011.0,773.0
city33,2012.0,775.0
city33,2013.0,769.0
city33,2014.0,779.0
city33,2015.0,749.0
city33,2016.0,753.0
city33,2017.0,758.0
city33,2018.0,762.0
city33,2019.0,764.0
city33,2020.0,769.0
city33,2021.0,791.0
city34,2001.0,531.0
city34,2002.0,531.0
city34,2003.0,531.0
city34,2004.0,532.0
city34,2005.0,533.0
city34,2006.0,471.0
city34,2007.0,474.0
city34,2008.0,477.0
city34,2009.0,478.0
city34,2010.0,479.0
city34,2011.0,481.0
city34,2012.0,484.0
city34,2013.0,485.0
city34,2014.0,425.0
city34,2015.0,489.0
city34,2016.0,489.0
city34,2017.0,2230.0
city34,2018.0,440.25714285714093
city34,2019.0,2206.0
city34,2020.0,2306.0
city34,2021.0,424.3142857142848
city35,2001.0,487.0
city35,2002.0,499.0
city35,2003.0,508.0
city35,2004.0,517.0
city35,2005.0,530.0
city35,2006.0,536.0
city35,2007.0,537.0
city35,2008.0,546.0
city35,2009.0,523.0
city35,2010.0,524.0
city35,2011.0,530.0
city35,2012.0,535.0
city35,2013.0,536.0
city35,2014.0,540.0
city35,2015.0,544.0
city35,2016.0,527.0
city35,2017.0,527.0
city35,2018.0,527.0
city35,2019.0,526.0
city35,2020.0,526.0
city35,2021.0,526.0
city36,2001.0,757.0494505494516
city36,2002.0,763.0659340659349
city36,2003.0,769.0824175824182
city36,2004.0,775.0989010989015
city36,2005.0,781.1153846153848
city36,2006.0,791.0
city36,2007.0,796.0
city36,2008.0,800.0
city36,2009.0,802.0
city36,2010.0,806.0
city36,2011.0,818.0
city36,2012.0,822.0
city36,2013.0,827.0
city36,2014.0,833.0
city36,2015.0,840.0
city36,2016.0,850.0
city36,2017.0,858.0
city36,2018.0,859.0
city36,2019.0,861.0
city36,2020.0,862.0
city36,2021.0,845.0
city37,2001.0,679.0
city37,2002.0,680.0
city37,2003.0,682.0
city37,2004.0,684.0
city37,2005.0,685.0
city37,2006.0,688.0
city37,2007.0,691.0
city37,2008.0,692.0
city37,2009.0,693.0
city37,2010.0,692.0
city37,2011.0,697.0
city37,2012.0,698.0
city37,2013.0,696.0
city37,2014.0,643.0
city37,2015.0,700.0
city37,2016.0,699.0
city37,2017.0,2808.0
city37,2018.0,690.1309523809524
city37,2019.0,2936.0
city37,2020.0,2960.0
city37,2021.0,691.1702380952381
city38,2001.0,227.0
city38,2002.0,234.0
city38,2003.0,237.0
city38,2004.0,240.0
city38,2005.0,245.0
city38,2006.0,247.0
city38,2007.0,249.0
city38,2008.0,253.0
city38,2009.0,257.0
city38,2010.0,259.0
city38,2011.0,265.0
city38,2012.0,267.0
city38,2013.0,267.0
city38,2014.0,270.0
city38,2015.0,271.0
city38,2016.0,269.0
city38,2017.0,270.0
city38,2018.0,271.0
city38,2019.0,273.0
city38,2020.0,275.0
city38,2021.0,276.0
city39,2001.0,237.05361305361293
city39,2002.0,239.03263403263418
city39,2003.0,241.01165501165497
city39,2004.0,242.9906759906762
city39,2005.0,244.969696969697
city39,2006.0,246.0
city39,2007.0,249.0
city39,2008.0,251.0
city39,2009.0,253.0
city39,2010.0,255.0
city39,2011.0,257.0
city39,2012.0,259.0
city39,2013.0,262.0
city39,2014.0,263.0
city39,2015.0,265.0
city39,2016.0,266.0
city39,2017.0,268.0
city39,2018.0,271.0
city39,2019.0,264.0
city39,2020.0,264.0
city39,2021.0,266.0
city4,2001.0,733.1208791208792
city4,2002.0,736.197802197802
city4,2003.0,739.2747252747258
city4,2004.0,742.3516483516487
city4,2005.0,732.0
city4,2006.0,734.0
city4,2007.0,739.0
city4,2008.0,753.0
city4,2009.0,759.0
city4,2010.0,801.0
city4,2011.0,812.0
city4,2012.0,760.0
city4,2013.0,761.0
city4,2014.0,764.0
city4,2015.0,768.0
city4,2016.0,772.0
city4,2017.0,779.0
city4,2018.0,782.0
city4,2019.0,784.0
city4,2020.0,772.0
city4,2021.0,777.0
city40,2001.0,694.0
city40,2002.0,694.0
city40,2003.0,694.0
city40,2004.0,695.0
city40,2005.0,695.0
city40,2006.0,696.0
city40,2007.0,699.0
city40,2008.0,699.0
city40,2009.0,699.0
city40,2010.0,702.0
city40,2011.0,704.0
city40,2012.0,707.0
city40,2013.0,705.0
city40,2014.0,823.0
city40,2015.0,709.0
city40,2016.0,708.0
city40,2017.0,1603.0
city40,2018.0,744.1309523809532
city40,2019.0,1600.0
city40,2020.0,1600.0
city40,2021.0,755.0702380952389
city5,2001.0,684.0
city5,2002.0,688.0
city5,2003.0,696.0
city5,2004.0,706.0
city5,2005.0,715.0
city5,2006.0,726.0
city5,2007.0,736.0
city5,2008.0,742.0
city5,2009.0,746.0
city5,2010.0,751.0
city5,2011.0,757.0
city5,2012.0,763.0
city5,2013.0,1246.0
city5,2014.0,764.0
city5,2015.0,770.0
city5,2016.0,2049.0
city5,2017.0,940.7648351648386
city5,2018.0,2344.0
city5,2019.0,2520.0
city5,2020.0,996.0439560439554
city5,2021.0,1014.4703296703301
city6,2001.0,1427.0
city6,2002.0,1446.0
city6,2003.0,1466.0
city6,2004.0,1494.0
city6,2005.0,1507.0
city6,2006.0,1522.0
city6,2007.0,1539.0
city6,2008.0,1708.0
city6,2009.0,1786.0
city6,2010.0,1871.0
city6,2011.0,1879.0
city6,2012.0,1912.0
city6,2013.0,1921.0
city6,2014.0,1936.0
city6,2015.0,2276.0
city6,2016.0,2303.0
city6,2017.0,2370.0
city6,2018.0,2438.0
city6,2019.0,2483.0
city6,2020.0,2506.0
city6,2021.0,2531.0
city7,2001.0,521.50989010989
city7,2002.0,527.1824175824186
city7,2003.0,532.8549450549453
city7,2004.0,538.5274725274721
city7,2005.0,529.0
city7,2006.0,542.0
city7,2007.0,552.0
city7,2008.0,559.0
city7,2009.0,567.0
city7,2010.0,592.0
city7,2011.0,594.0
city7,2012.0,596.0
city7,2013.0,596.0
city7,2014.0,597.0
city7,2015.0,599.0
city7,2016.0,601.0
city7,2017.0,604.0
city7,2018.0,607.0
city7,2019.0,609.0
city7,2020.0,635.0
city7,2021.0,643.0
city8,2001.0,511.0
city8,2002.0,514.0
city8,2003.0,516.0
city8,2004.0,520.0
city8,2005.0,524.0
city8,2006.0,529.0
city8,2007.0,530.0
city8,2008.0,533.0
city8,2009.0,530.0
city8,2010.0,535.0
city8,2011.0,539.0
city8,2012.0,543.0
city8,2013.0,479.0
city8,2014.0,559.0
city8,2015.0,562.0
city8,2016.0,5226.0
city8,2017.0,539.9714285714285
city8,2018.0,5181.0
city8,2019.0,5420.0
city8,2020.0,544.4285714285716
city8,2021.0,545.9142857142856
city9,2001.0,473.0
city9,2002.0,482.0
city9,2003.0,491.0
city9,2004.0,503.0
city9,2005.0,510.0
city9,2006.0,517.0
city9,2007.0,528.0
city9,2008.0,519.0
city9,2009.0,515.0
city9,2010.0,510.0
city9,2011.0,515.0
city9,2012.0,522.0
city9,2013.0,526.0
city9,2014.0,529.0
city9,2015.0,519.0
city9,2016.0,520.0
city9,2017.0,524.0
city9,2018.0,530.0
city9,2019.0,535.0
city9,2020.0,540.0
city9,2021.0,543.0
